,gameId,top,jungle,mid,carry,support,count_top,count_jungle,count_mid,count_carry,count_support,champ_WR_dif,B_tier,R_tier
502,4756415100,3,4,4,5,2,2,5,4,5,4,0.02839999999999999,2.6,1.8
1113,4756455460,2,3,1,5,6,3,4,3,5,6,0.004739999999999989,2.6,2.0
1072,4756490342,4,1,3,5,2,3,1,4,5,4,0.006759999999999988,2.6,2.4
1965,4756499476,3,5,4,5,3,2,3,4,5,4,0.027239999999999997,1.2,2.6
1294,4756504059,2,4,3,5,3,5,3,4,4,4,0.030299999999999973,1.8,2.8
1171,4756507208,3,2,1,5,6,2,3,1,5,6,0.0030199999999999893,2.8,2.8
1204,4756509453,2,3,4,5,6,3,1,4,5,2,0.0023199999999999666,2.0,2.4
501,4756521081,3,2,3,5,6,3,3,1,5,4,0.012619999999999998,2.0,3.0
569,4756529706,3,6,,5,4,2,4,5,5,4,-0.09771999999999996,2.0,2.4
1671,4756550243,5,1,3,5,2,3,1,4,5,4,0.0019199999999999883,2.4,1.8
199,4756578374,2,2,1,5,6,3,3,1,5,6,0.012539999999999996,2.4,2.8
2023,4756602397,5,4,1,5,4,3,3,2,5,4,-0.023340000000000017,3.4,1.8
390,4756613428,3,1,1,5,3,3,3,4,5,2,-0.0005400000000000072,2.2,2.4
1061,4756630354,3,2,4,5,4,1,4,5,5,4,-0.00743999999999998,2.8,2.2
1583,4756631187,4,5,2,5,6,2,4,3,5,6,-0.0034799999999999944,3.0,2.4
1682,4756643911,3,4,5,5,3,3,1,4,5,6,-0.01791999999999997,3.0,2.2
1687,4756646815,3,3,3,5,3,3,2,2,5,6,-0.030440000000000012,2.8,2.4
1705,4756648314,3,4,1,5,4,3,2,4,5,6,0.03123999999999998,1.6,2.0
1582,4756665057,2,2,4,5,4,3,3,4,5,6,-0.016600000000000014,3.0,2.2
1097,4756738500,3,3,3,5,6,3,5,3,5,4,-0.023260000000000003,3.0,1.6
1686,4756758122,3,5,4,5,6,3,3,4,5,6,0.02125999999999999,1.8,2.4
2038,4756773009,3,3,3,5,3,3,4,6,5,4,0.005579999999999985,2.6,3.0
52,4756780238,3,5,4,2,4,3,3,1,5,6,-0.0018800000000000372,1.4,2.4
1224,4756783735,3,4,1,6,4,4,1,5,5,6,-0.0011399999999999854,2.2,2.0
948,4756803466,3,3,3,5,4,3,1,4,5,4,-0.03476,2.0,3.2
1071,4756814865,4,3,3,5,2,3,3,4,5,6,0.015339999999999975,2.6,2.8
1704,4756830755,1,3,1,5,6,3,3,4,5,3,0.002939999999999976,2.6,3.2
1059,4756833487,3,3,3,5,4,3,1,3,5,6,-0.007439999999999991,2.8,2.6
1791,4756835770,5,3,1,5,4,3,5,4,5,6,-0.014020000000000022,1.4,1.8
1060,4756861366,1,5,1,5,6,3,3,5,5,2,0.014960000000000006,2.4,2.2
1550,4756870932,2,1,3,5,3,5,1,4,5,3,0.021699999999999976,1.8,3.0
454,4756879516,2,5,1,5,2,3,5,4,5,6,0.002419999999999989,2.6,1.8
1028,4756958317,3,6,4,5,2,1,3,1,5,3,0.025419999999999998,2.6,1.6
2140,4757003703,3,5,1,5,1,4,3,1,5,4,0.02335999999999997,1.6,1.2
2124,4757012608,5,3,4,5,6,3,1,1,5,6,-0.02068000000000001,2.8,2.8
1977,4757015101,3,3,4,5,3,3,4,1,5,4,-0.008440000000000026,1.6,1.8
141,4757018513,3,5,4,5,6,2,4,1,5,6,-0.003300000000000014,2.2,2.2
1316,4757027159,3,1,2,5,2,1,3,5,5,2,0.025559999999999992,1.6,2.2
66,4757034213,4,3,3,5,6,5,3,4,3,2,0.013180000000000002,2.6,1.0
608,4757036779,3,3,3,5,4,3,3,1,5,4,-0.0015800000000000148,2.8,1.8
1053,4757068582,2,3,1,5,4,5,2,4,5,3,-0.014080000000000004,2.2,2.2
1478,4757094976,3,4,1,5,2,2,4,3,5,3,-0.026199999999999956,3.2,1.8
1972,4757105349,,3,4,5,3,3,4,4,5,2,-0.10350000000000006,1.6,2.0
2130,4757106641,3,2,4,5,2,5,3,4,5,4,0.031400000000000004,1.8,2.8
1911,4757112358,3,5,2,5,4,3,4,5,5,2,-0.020640000000000013,2.4,2.6
928,4757116115,5,3,4,5,6,1,3,3,5,4,0.019340000000000003,1.6,1.8
368,4757140020,3,3,1,5,2,2,1,1,5,2,0.019320000000000014,2.2,2.8
542,4757175913,5,3,1,5,4,2,1,1,5,2,-0.029420000000000023,3.0,2.6
1477,4757226515,3,1,3,5,4,3,5,1,5,4,0.007639999999999991,2.0,2.4
304,4757237384,3,5,2,5,4,4,3,3,5,2,0.02973999999999999,2.0,2.6
1257,4757249807,2,4,3,5,6,3,5,4,4,5,0.018459999999999987,3.0,2.0
1099,4757278352,2,2,1,2,3,3,3,5,5,6,0.006339999999999979,1.2,2.0
1599,4757551664,3,3,1,4,3,3,5,4,5,4,0.010739999999999982,1.8,2.2
1964,4757551955,3,1,4,,4,3,1,2,5,,-0.02218,1.8,1.6
1501,4757577340,3,4,1,5,2,3,1,3,5,6,-0.02026000000000001,2.4,2.0
846,4757582978,3,1,3,5,4,5,5,4,5,4,0.017939999999999977,2.0,3.4
1818,4757607344,2,3,4,5,4,3,1,3,5,4,-0.014580000000000015,2.0,1.6
378,4757670002,5,5,6,5,6,3,2,4,5,4,-0.00044000000000000706,1.6,2.6
1787,4757684513,5,4,1,5,2,1,3,3,5,3,0.025900000000000013,3.2,2.6
284,4757700315,6,3,3,5,6,3,1,1,5,6,-0.0016800000000000259,2.6,3.2
1839,4757709567,3,1,1,5,4,3,3,1,5,6,-0.008400000000000019,2.4,1.6
1779,4757713568,1,3,4,5,5,3,5,4,5,4,-0.001200000000000001,1.8,2.0
651,4757740367,3,5,4,4,2,4,3,5,6,3,0.008419999999999983,1.8,1.6
517,4757763617,2,2,5,5,6,3,3,1,5,4,0.036140000000000005,2.2,3.2
1438,4757787899,5,2,4,5,6,5,3,4,5,6,0.002100000000000035,2.4,2.2
978,4757804499,3,1,1,5,2,3,4,4,5,2,-0.0017400000000000414,2.8,3.0
1070,4757808171,3,4,4,5,6,2,5,4,5,3,0.004199999999999959,1.8,1.4
1786,4757812719,3,4,4,5,4,4,2,1,5,2,0.01541999999999999,3.4,1.2
1112,4757824954,1,5,1,5,4,2,3,3,5,4,-0.0046000000000000155,2.0,2.4
1080,4757837203,1,4,4,5,3,5,1,1,5,4,0.019939999999999992,1.6,2.0
1838,4757844978,3,1,1,5,6,6,3,3,5,6,0.02148,3.0,3.2
1785,4757867239,3,4,1,5,4,1,3,3,4,4,-0.0027000000000000023,2.8,2.6
1040,4757867776,2,1,3,5,2,2,1,4,5,6,0.004320000000000002,1.4,2.0
389,4757873855,,3,4,5,4,3,3,4,5,2,-0.08729999999999999,2.0,1.6
1837,4757901728,4,4,1,5,2,4,5,2,5,4,0.022399999999999986,3.4,1.6
1784,4757904528,3,3,1,5,3,3,3,1,5,4,-0.0007600000000000162,2.6,1.6
1685,4757926349,2,1,1,5,3,3,3,4,5,2,-0.00418000000000005,1.2,2.2
1549,4757935750,4,2,1,5,6,3,3,1,5,2,-0.006119999999999992,3.6,2.4
1950,4757936295,3,3,1,5,3,3,3,3,5,6,0.007479999999999998,2.0,2.8
274,4757938513,3,4,3,5,6,1,3,2,5,6,-0.0009399999999999964,2.6,3.4
2045,4757948667,5,3,1,5,2,4,5,1,5,3,0.010279999999999978,2.6,2.2
38,4757956595,3,2,4,5,6,3,3,1,5,6,0.005779999999999996,2.0,1.8
1750,4757957938,3,2,3,5,3,3,1,1,4,2,0.01502,1.6,2.6
822,4757962287,2,4,4,5,6,3,3,4,5,4,-0.008759999999999967,2.4,2.8
1910,4757967398,3,3,4,5,6,3,4,4,5,2,0.001079999999999981,3.2,2.0
1836,4757968231,3,3,1,5,6,3,1,1,5,4,0.012619999999999975,3.2,2.8
1079,4757981555,3,2,2,5,4,3,3,3,5,4,0.01422,2.0,1.8
187,4757997126,3,4,3,5,3,3,4,4,5,6,-0.023299999999999998,1.6,2.8
690,4758010278,3,4,1,5,4,3,3,1,3,4,0.017120000000000014,2.2,2.0
1749,4758012852,3,5,2,5,4,3,1,4,5,5,0.007299999999999962,1.4,2.0
689,4758029600,2,3,1,5,4,3,2,3,5,6,0.023299999999999998,2.0,2.4
1548,4758032715,3,3,3,5,6,3,3,4,5,4,0.028139999999999988,3.2,2.2
927,4758049977,3,1,1,5,4,3,1,4,5,4,0.013659999999999983,1.8,2.2
1052,4758050396,2,5,4,5,4,1,3,4,5,3,0.014259999999999995,2.6,2.2
1971,4758052564,3,5,4,5,2,3,3,1,5,2,0.013140000000000018,2.0,1.8
1892,4758074266,3,2,4,5,3,3,1,4,5,2,-0.005079999999999985,2.0,3.0
983,4758119683,5,1,2,5,6,3,4,1,5,,0.11584000000000001,3.2,1.8
1747,4758126722,2,1,3,5,4,3,3,2,5,5,0.0036000000000000034,2.8,3.0
1547,4758137242,1,5,1,5,6,2,3,4,5,2,-0.013300000000000001,3.0,1.6
1748,4758151745,3,3,3,5,3,1,1,4,5,,0.10995999999999997,2.0,2.0
1271,4758170013,3,4,1,5,6,3,1,1,5,4,0.0038599999999999746,2.6,2.2
1800,4758214124,3,5,4,5,3,4,1,2,5,6,0.007659999999999989,2.0,2.2
980,4758214780,3,4,4,5,6,3,5,4,5,6,0.0006800000000000029,3.0,2.0
1863,4758234830,3,3,1,5,6,3,1,1,5,2,-0.014679999999999993,2.4,2.6
926,4758248804,2,4,5,5,4,4,3,1,5,5,0.015200000000000002,1.0,2.0
1236,4758270326,6,3,4,5,4,4,2,1,5,6,-0.023700000000000034,3.2,2.4
277,4758290285,3,2,3,5,5,3,3,4,5,4,-0.011040000000000005,3.2,2.8
1621,4758290564,3,1,4,5,6,3,4,4,5,4,-0.008260000000000023,3.4,2.8
704,4758327303,3,3,5,5,3,3,3,2,5,6,0.0035599999999999963,2.2,1.8
1799,4758343456,3,3,3,5,4,3,1,3,5,4,0.023540000000000026,2.6,2.8
1790,4758349507,5,5,4,5,4,3,4,5,5,3,-0.005599999999999994,2.2,2.6
718,4758353430,5,2,4,5,6,3,3,4,5,4,0.015000000000000013,2.2,3.0
826,4758357492,3,2,1,5,4,3,3,4,5,1,0.025419999999999998,2.6,2.8
339,4758410636,2,4,3,5,4,3,3,4,5,4,-0.0018000000000000238,2.2,2.2
1453,4758442962,1,1,5,5,6,5,3,4,5,3,-0.016200000000000003,2.6,2.0
1069,4758490079,3,4,3,5,2,3,3,4,5,6,0.009839999999999982,2.6,3.2
1209,4758491968,2,5,4,5,6,5,3,1,5,4,0.0070799999999999865,2.6,2.2
1956,4758528233,3,1,3,5,6,5,1,1,5,4,-0.012780000000000036,2.4,3.2
2141,4758530018,5,5,4,5,6,1,3,3,5,2,-0.013019999999999986,3.0,2.0
1631,4758556216,5,3,1,5,6,2,3,3,5,6,-0.024640000000000006,2.6,1.6
419,4758563816,3,1,4,5,6,3,3,5,5,6,-0.0036799999999999945,3.2,2.0
1630,4758573994,3,2,1,5,6,2,1,3,5,2,-0.004980000000000017,2.4,2.0
1249,4758582805,3,2,4,5,4,3,3,4,5,6,-0.004980000000000007,3.0,1.8
1629,4758617021,2,3,4,5,3,3,4,2,5,6,0.007100000000000028,2.4,2.4
1267,4758618272,1,5,4,5,4,3,4,4,5,6,-0.02196,3.6,2.8
1452,4758631654,3,1,1,5,4,2,1,1,5,6,-0.027480000000000025,2.6,2.6
1628,4758691515,3,3,4,5,4,3,4,3,5,6,-0.007420000000000005,1.4,1.6
93,4758695490,2,3,4,5,6,5,3,2,5,2,-0.000680000000000025,1.4,2.0
1767,4758746907,2,1,4,5,6,3,3,4,5,6,0.01507999999999996,1.6,3.2
1670,4758845202,3,2,1,5,2,4,1,3,5,6,0.01925999999999998,2.2,2.4
494,4758856246,3,5,4,5,6,3,1,1,5,2,0.0011599999999999723,2.2,2.4
824,4758865978,2,4,1,5,5,3,3,4,5,5,-0.0018000000000000017,1.8,3.0
1068,4758880244,3,5,4,5,6,4,3,4,5,2,-0.03152000000000003,2.8,1.4
964,4759086864,3,3,1,5,6,3,4,4,4,3,-0.009260000000000001,2.2,2.6
821,4759137347,4,5,1,5,4,3,1,4,5,4,0.01492,1.2,3.0
1766,4759143174,5,2,4,5,4,3,2,4,4,4,-0.0014000000000000013,2.8,1.8
823,4759147912,2,3,4,5,2,3,3,2,5,3,0.01399999999999998,1.8,1.4
820,4759179009,4,2,2,5,4,1,5,1,5,3,0.023519999999999996,1.6,2.4
819,4759296048,2,5,4,5,6,5,4,1,5,3,-0.001900000000000035,2.2,2.6
1098,4759307283,3,3,4,5,2,5,4,1,5,4,0.022759999999999957,2.0,2.6
61,4759311784,1,2,4,5,3,4,5,4,5,6,-0.0023599999999999845,2.6,3.2
694,4759337413,2,1,1,5,1,3,2,4,5,4,0.033319999999999975,2.0,2.8
995,4759339204,3,1,4,5,4,2,4,4,5,6,0.005399999999999993,2.6,2.4
5,4759355066,3,3,1,5,3,3,3,3,5,3,0.020939999999999993,3.0,2.2
493,4759374158,1,3,1,5,6,2,5,4,5,6,-0.006660000000000032,2.4,2.2
500,4759399741,3,3,4,5,6,3,1,1,5,6,-0.014399999999999968,3.4,3.0
963,4759418949,5,5,1,5,4,5,3,2,5,4,-0.02240000000000001,2.6,2.4
916,4759453594,3,1,,3,4,3,3,4,5,6,-0.09806000000000001,2.0,2.8
1051,4759475733,5,4,1,5,6,3,5,4,5,3,-0.015859999999999996,4.0,2.0
388,4759501013,3,3,,4,6,3,3,1,5,4,-0.10862000000000001,1.6,2.0
790,4759515797,2,2,1,5,4,3,3,4,5,4,0.02315999999999997,1.6,3.0
1949,4759517989,2,3,1,5,6,1,3,4,5,2,-0.012859999999999983,3.0,2.8
1835,4759545490,5,5,4,5,2,5,3,6,5,4,0.023940000000000006,2.4,1.6
1027,4759563120,2,3,1,5,4,1,4,3,5,6,-0.016659999999999998,2.2,1.8
789,4759583187,2,1,3,5,2,3,3,3,5,4,0.014679999999999981,2.8,3.0
338,4759596325,2,1,4,5,6,3,4,1,5,2,-0.022240000000000017,2.8,2.4
1564,4759633438,2,5,4,5,6,3,3,4,5,6,0.006480000000000008,2.2,2.2
1026,4759661990,3,1,1,5,6,3,5,4,5,6,-0.0048799999999999955,2.8,2.2
1733,4759691769,6,5,5,5,2,1,1,4,5,4,-0.011980000000000013,1.6,2.2
1111,4759699587,1,4,3,5,3,3,3,1,5,2,0.013179999999999992,2.2,2.0
1669,4759701174,3,5,4,5,2,3,1,3,5,4,0.001719999999999966,1.8,2.2
1536,4759750196,2,2,4,5,4,3,5,1,5,2,-0.0066800000000000305,3.0,1.6
1668,4759764549,3,4,1,5,2,3,1,4,5,6,-0.013399999999999978,2.2,2.8
1311,4759776062,3,1,1,5,6,3,2,4,5,6,-0.004260000000000019,2.8,2.8
1765,4759807485,3,5,4,3,5,1,2,2,5,2,-0.002300000000000002,2.2,2.2
1535,4759811688,3,1,2,5,4,3,3,4,5,6,-0.00895999999999999,2.4,2.2
1732,4759840455,1,1,4,5,4,3,2,3,5,5,-0.0029800000000000048,2.2,2.0
1666,4759849707,3,3,4,5,6,3,1,1,5,4,0.005320000000000003,2.0,2.0
996,4759859053,4,3,2,5,5,3,5,4,3,3,0.011160000000000003,4.2,2.8
947,4759864883,3,3,5,5,2,2,3,3,4,2,0.011620000000000009,1.6,2.0
523,4759902256,2,5,2,5,6,2,3,4,5,2,0.01095999999999998,2.2,1.6
1500,4759953172,3,3,4,5,2,4,2,4,5,6,-0.0029199999999999894,2.4,2.4
982,4759980592,3,5,1,5,3,4,3,1,5,6,0.01285999999999996,2.2,2.6
522,4760011589,3,1,1,5,6,2,5,4,5,2,-0.002100000000000024,2.2,1.6
1915,4760015183,3,3,1,5,6,2,3,,4,,0.21821999999999994,2.0,0.2
2022,4760058321,1,2,2,5,6,3,1,4,5,4,0.02627999999999999,1.0,2.4
1581,4760060305,5,1,3,4,4,3,3,4,5,4,-0.0038000000000000035,2.2,2.6
1248,4760083587,5,3,2,5,2,3,5,5,3,6,0.02419999999999999,1.8,2.6
521,4760110080,3,3,4,5,6,2,4,3,5,6,-0.010259999999999991,2.6,2.4
431,4760123047,3,3,4,5,4,2,4,1,5,6,-0.018500000000000016,2.0,2.8
1684,4760130030,2,2,4,5,6,5,3,4,5,2,0.01038000000000001,1.8,2.6
994,4760134184,3,5,1,5,6,3,3,1,5,6,0.025259999999999984,1.4,2.0
1239,4760151506,3,3,4,4,6,3,1,1,5,6,0.0019399999999999752,2.4,2.4
1990,4760168087,4,4,3,4,2,3,3,1,3,6,0.00895999999999999,2.0,3.2
1293,4760205192,2,3,6,5,6,3,2,4,5,6,0.005139999999999989,1.6,2.4
1546,4760210447,2,2,1,5,4,5,5,4,5,6,0.003919999999999968,1.6,2.0
1989,4760229929,4,1,3,5,4,3,1,4,5,3,-0.02307999999999997,2.2,1.6
871,4760241580,3,2,3,5,5,3,2,3,5,2,-0.004059999999999997,2.0,2.0
1909,4760243881,3,3,4,5,6,4,3,3,5,2,0.02387999999999999,3.0,2.8
427,4760245815,3,1,1,5,6,3,3,1,5,4,-0.011640000000000006,2.2,2.0
1545,4760249898,2,5,1,5,2,3,3,1,5,4,0.013860000000000016,1.8,2.4
1580,4760255481,2,2,4,5,4,3,1,3,5,4,0.029259999999999963,1.4,3.0
1487,4760257763,3,3,4,3,6,5,3,1,5,6,0.0006999999999999895,2.6,2.4
1627,4760282170,3,2,3,5,4,5,3,4,5,4,0.04168000000000001,1.6,2.4
193,4760313648,5,4,4,5,6,3,4,3,5,3,-0.010759999999999981,3.2,2.4
1237,4760333916,3,2,1,5,6,3,2,1,5,4,0.013660000000000005,2.0,2.4
2151,4760345795,4,1,4,5,6,2,4,4,5,6,-0.021119999999999993,3.0,3.6
192,4760346182,3,5,2,5,3,3,4,1,5,2,-0.002719999999999978,1.8,3.4
1486,4760351911,3,4,1,5,3,3,3,4,5,4,0.0022400000000000198,3.8,2.4
592,4760435202,1,5,4,5,1,3,3,1,3,3,0.019459999999999988,2.2,2.2
1450,4760587136,3,4,1,5,4,2,3,4,5,6,-0.036199999999999996,3.0,1.8
6,4760618292,3,5,4,5,6,2,1,6,5,5,0.005199999999999994,1.4,2.4
1067,4760751173,3,4,1,5,4,3,2,4,5,6,0.003739999999999999,3.6,1.8
1451,4760765251,3,1,1,5,4,2,1,3,5,6,-0.00988000000000001,2.4,2.2
2037,4760805393,3,4,1,5,2,3,5,4,5,6,0.011240000000000005,1.6,1.8
2041,4760993949,2,5,4,5,6,6,5,6,5,2,0.012919999999999954,1.4,1.2
2042,4761011983,2,3,4,5,6,4,3,4,5,2,-0.0037000000000000253,0.8,2.2
1066,4761053927,4,5,4,5,4,3,3,4,5,6,0.002079999999999993,2.0,2.0
1567,4761086122,6,5,2,5,6,5,3,3,5,2,0.023940000000000017,2.6,2.2
1050,4761126523,1,2,3,4,6,5,3,4,5,4,0.03413999999999998,1.4,2.0
1362,4761147982,2,5,4,5,4,3,1,1,5,3,0.02387999999999999,1.6,2.6
492,4761148190,3,3,3,5,4,4,2,1,5,6,-0.0018200000000000104,2.4,2.8
1566,4761158319,3,2,3,5,2,3,3,3,3,6,0.028700000000000024,1.8,2.8
1361,4761174338,3,5,5,5,6,4,3,1,5,5,-0.004959999999999997,1.6,1.4
1980,4761177097,3,1,4,5,2,3,4,3,5,6,0.0011399999999999854,2.8,2.0
330,4761200738,2,1,4,5,6,3,4,5,5,6,0.027539999999999988,2.4,3.4
818,4761206168,4,4,1,5,2,3,4,4,5,6,0.03258000000000001,2.0,2.8
1392,4761216362,3,3,1,5,6,3,3,1,5,2,-0.03291999999999999,2.6,2.0
1360,4761239802,4,2,1,5,6,3,1,1,5,6,0.012159999999999994,2.8,2.2
1908,4761280802,3,3,4,5,6,1,5,2,5,6,-0.020899999999999995,3.0,1.6
1979,4761291969,3,3,4,5,3,3,4,4,5,2,0.008499999999999997,2.0,1.8
1359,4761306313,3,5,4,5,4,3,5,4,5,6,0.027959999999999995,2.4,2.4
817,4761350070,2,5,4,5,4,3,3,3,5,6,0.02188000000000001,2.8,2.0
1445,4761359102,2,3,4,5,2,3,2,2,5,6,-0.00648000000000003,1.4,2.2
2064,4761373021,3,3,6,5,6,3,4,4,5,4,-0.0051199999999999805,2.6,2.6
1978,4761385497,3,4,1,5,2,3,1,3,3,6,0.016980000000000006,1.0,4.0
914,4761386730,2,3,1,5,6,2,4,1,5,6,0.00031999999999998696,2.4,2.8
2063,4761398686,2,5,4,5,2,1,1,5,5,6,0.021700000000000007,2.0,2.6
915,4761442699,3,1,1,5,6,3,3,4,5,6,-0.002100000000000013,4.0,2.4
1148,4761456231,3,3,4,5,6,3,4,4,5,4,-0.018320000000000003,2.6,3.2
709,4761470171,3,4,3,3,6,2,5,1,5,6,-0.0074600000000000334,4.2,2.2
1918,4761521391,3,1,1,5,2,3,1,1,5,3,-0.021000000000000008,2.8,1.6
1624,4761524283,3,1,3,5,4,2,3,1,5,6,0.009919999999999984,1.4,2.4
1183,4761544888,2,4,4,5,6,2,3,1,5,4,0.007699999999999996,3.0,2.6
610,4761549103,3,1,1,5,6,2,5,4,5,4,0.018419999999999992,2.6,2.4
367,4761553496,2,1,1,5,6,3,3,4,5,6,-0.009760000000000024,2.8,1.8
1182,4761580640,5,3,4,5,6,3,3,4,5,4,0.01349999999999999,3.2,2.6
1521,4761595978,1,5,1,3,3,1,3,1,5,5,-0.013900000000000001,2.2,1.4
1310,4761596715,3,5,1,3,4,3,1,4,5,4,-0.0049000000000000155,3.4,2.2
913,4761625400,3,5,4,5,6,5,1,1,5,4,0.0020199999999999997,2.0,2.8
1409,4761627133,4,3,5,5,2,2,3,1,5,4,0.0018000000000000238,2.4,2.2
1309,4761672958,3,3,3,5,4,3,1,4,5,2,-0.0046599999999999975,2.6,2.8
37,4761677761,3,5,1,5,4,3,3,4,5,2,-0.0025200000000000222,1.6,3.0
1625,4761679081,3,1,4,5,2,4,3,4,5,4,0.01449999999999998,2.2,2.8
609,4761683583,3,1,4,5,3,3,2,5,5,2,0.0044800000000000065,1.4,1.8
912,4761740187,2,3,4,5,4,3,2,4,5,2,0.0006599999999999829,1.8,1.8
1544,4761754841,3,3,4,5,4,3,3,4,5,6,-0.027839999999999997,3.2,2.0
911,4761817088,5,3,4,3,6,3,3,5,5,6,-0.0054800000000000074,2.0,3.2
2106,4761872409,4,3,4,5,2,3,2,1,5,4,0.018699999999999984,2.4,2.0
1665,4761874403,3,3,4,5,6,3,3,3,5,6,0.025240000000000005,2.6,1.8
623,4761916724,3,1,1,3,5,3,1,4,5,4,0.001200000000000001,2.8,1.6
36,4761932216,3,2,4,5,2,1,1,4,5,4,0.011439999999999983,2.4,2.4
184,4761934503,3,1,1,5,2,3,5,4,5,6,-0.009060000000000012,2.6,2.6
910,4761948404,3,3,1,5,3,3,4,1,5,4,-0.011720000000000008,2.8,2.6
1664,4761983239,1,3,3,5,2,2,5,4,5,6,0.002839999999999987,2.2,1.6
1130,4762002541,3,3,1,5,2,3,4,4,5,2,-0.007459999999999989,2.4,2.2
1107,4762005156,3,3,1,5,4,3,3,1,5,6,-0.010720000000000007,3.0,1.8
1358,4762007265,3,2,4,5,4,3,2,4,5,6,-0.002880000000000016,1.2,2.6
1238,4762017019,3,2,4,5,4,3,3,1,5,6,-0.008619999999999971,2.2,2.6
1963,4762019432,3,3,1,5,3,3,5,4,5,6,-0.01272000000000002,2.8,2.6
1764,4762028492,1,2,3,5,2,3,3,1,5,6,0.015260000000000006,2.0,2.4
622,4762033640,3,3,3,5,6,1,3,4,5,4,-0.013819999999999989,3.4,3.2
597,4762037332,5,2,4,5,6,3,4,3,5,6,0.012959999999999982,2.4,1.6
2119,4762040570,2,5,4,5,3,3,3,4,5,6,0.0010199999999999988,1.8,1.6
60,4762062078,2,1,4,5,4,3,4,2,5,4,-0.002499999999999991,3.2,2.4
1520,4762078107,4,4,3,5,3,2,3,1,3,6,0.01634000000000002,1.4,3.0
35,4762080113,2,3,4,5,6,3,3,4,5,6,-0.007120000000000015,2.6,3.8
2016,4762395744,4,3,4,5,3,3,2,4,5,6,-0.0015799999999999593,2.2,2.4
2015,4762399834,3,3,4,5,2,3,6,2,5,,0.11166000000000001,2.0,1.2
1917,4762407271,4,3,3,5,6,3,2,4,5,2,0.002220000000000011,1.8,2.4
65,4762412499,4,5,4,5,3,3,5,4,5,2,-0.017179999999999983,2.4,2.4
909,4762420584,4,3,3,5,6,3,5,4,5,3,0.01821999999999997,1.4,3.2
618,4762435708,2,3,3,5,6,3,1,1,5,3,-0.0026800000000000044,2.4,2.0
642,4762449767,3,3,3,5,3,3,5,4,5,5,0.000979999999999992,3.0,1.8
1420,4762452750,4,3,1,5,6,4,3,3,5,4,0.016860000000000007,2.4,3.2
474,4762457665,3,2,4,5,2,5,3,4,5,4,0.012060000000000015,2.2,2.0
302,4762475975,2,3,4,5,2,3,5,4,5,6,-0.005879999999999996,1.8,2.4
1728,4762477697,3,2,4,5,5,2,3,4,5,6,-0.018039999999999955,2.8,3.0
596,4762482355,3,2,3,5,6,3,4,4,4,5,0.027100000000000013,2.4,2.0
1352,4762541921,3,2,6,5,2,3,3,5,5,4,0.01746000000000001,2.4,2.2
303,4762542807,2,3,5,5,4,2,4,1,5,4,-0.016660000000000043,2.2,2.8
366,4762547789,3,3,1,5,4,2,3,4,5,6,-0.00796,2.2,2.0
1729,4762553621,3,3,4,5,2,2,3,4,5,2,-0.024140000000000005,2.6,2.4
1449,4762556640,3,5,4,5,6,5,2,1,5,6,-0.025480000000000003,2.8,2.8
1162,4762558115,3,4,1,5,6,3,2,2,5,6,-0.012979999999999992,2.4,2.0
436,4762561162,3,3,4,5,6,3,3,4,5,2,-0.006100000000000006,3.4,2.8
1446,4762589029,3,3,5,5,6,4,5,4,1,6,-0.023359999999999992,2.4,1.2
1778,4762593276,3,3,4,5,2,4,5,4,5,4,0.035059999999999966,2.6,2.0
1742,4762595324,3,3,4,5,2,2,3,1,4,6,-0.0015200000000000103,2.0,1.8
1447,4762598061,5,3,3,5,2,1,3,4,1,6,0.024139999999999995,2.0,1.6
1448,4762607244,3,5,4,5,6,3,3,5,5,6,0.01289999999999999,1.4,2.0
870,4762616021,1,5,3,5,5,3,5,2,5,6,-0.010560000000000003,2.4,1.6
1743,4762623341,2,4,1,5,4,3,3,4,5,4,0.007160000000000011,1.8,3.0
1049,4762642034,2,3,1,5,4,5,4,4,5,4,0.008940000000000014,1.6,2.4
1741,4762657175,3,4,3,5,6,3,1,6,5,6,0.0123,3.2,1.2
607,4762700342,2,5,3,5,6,3,3,1,5,4,0.02508,2.2,3.0
263,4762705325,2,5,1,5,5,2,3,3,5,6,0.010319999999999985,1.8,2.2
1740,4762721016,3,4,3,5,6,4,5,3,5,5,0.008880000000000022,1.8,2.2
